time (s), velocity (ms^-1), altitude (m)
38.3000000001479,2727.888523569201,49513.579036367366
38.400000000151216,2734.321500832006,49786.690130378454
38.500000000154536,2740.721758661664,50060.44288754868
38.600000000157856,2747.088931658885,50334.834017655325
38.700000000161175,2753.4226533500914,50609.8601938823
38.800000000164495,2759.722556199204,50885.51805271246
38.900000000167815,2765.9882716192474,51161.8041938227
39.000000000171134,2772.2194299838475,51438.71517997868
39.100000000174454,2778.4156606384686,51716.247536932475
39.20000000017777,2784.576591911442,51994.39775331906
39.30000000018109,2790.701851124789,52273.162280556135
39.40000000018441,2796.791064604694,52552.5375327437
39.50000000018773,2802.843857691738,52832.51988656475
39.60000000019105,2808.8598547507436,53113.10568118769
39.70000000019437,2814.8386791802764,53394.291218168764
39.80000000019769,2820.7799534217465,53676.072761356205
39.90000000020101,2826.683298968044,53958.44653679471
40.00000000020433,2832.5483363717613,54241.40873263136
40.10000000020765,2838.374685252788,54524.95549902147
40.20000000021097,2844.1619643054273,54809.082948036106
40.30000000021429,2849.909791304884,55093.787153569836
40.40000000021761,2855.6177831130703,55379.0641512487
40.50000000022093,2861.285555683724,55664.90993833977
40.60000000022425,2866.912724066756,55951.32047365998
40.70000000022757,2872.4989024117554,56238.29167748626
40.80000000023089,2878.043703970627,56525.81943146545
40.90000000023421,2883.546741099254,56813.89957852483
41.00000000023753,2889.0076252581325,57102.527922782596
41.10000000024085,2894.4259670119304,57391.70022945789
41.20000000024417,2899.8013760278104,57681.41222478151
41.300000000247486,2905.133461072502,57971.659595906036
41.400000000250806,2910.4218300080233,58262.43799081536
41.500000000254126,2915.6660897858906,58553.743018234054
41.600000000257445,2920.865846439804,58845.57024753618
41.700000000260765,2926.0207050765707,59137.915208652536
41.800000000264085,2931.130269865245,59430.77339197803
41.900000000267404,2936.194144024312,59724.14024827691
42.000000000270724,2941.2119298067873,60018.011188587
42.10000000027404,2946.1832284830202,60312.381584122675
42.20000000027736,2951.107640321077,60607.246766174874
42.30000000028068,2955.984764564565,60902.6020260108
42.400000000284,2960.8141994075745,61198.44261476937
42.50000000028732,2965.595541966648,61494.76374335544
42.60000000029064,2970.3283882494848,61791.56058233014
42.70000000029396,2975.0123331201075,62088.8282617983
42.80000000029728,2979.6469702602803,62386.56187129278
42.9000000003006,2984.231892126777,62684.75645965315
43.00000000030392,2988.766689904314,62983.4070349018
43.10000000030724,2993.250953453645,63282.50856411357
43.20000000031056,2997.6842712544453,63582.055973280825
43.30000000031388,3002.066230342666,63882.04414717206
43.4000000003172,3006.3964162417383,64182.46792918447
43.50000000032052,3010.674412887192,64483.3221211887
43.60000000032384,3014.8998025440314,64784.60148336599
43.70000000032716,3019.0721657162994,65086.300734036835
43.80000000033048,3023.191081048091,65388.41454947982
43.9000000003338,3027.256125215156,65690.93756374024
44.00000000033712,3031.266872806325,65993.86436842784
44.10000000034044,3035.2228961936817,66297.18951250147
44.200000000343756,3039.123765390347,66600.90750203995
44.300000000347076,3042.969047894791,66905.01279999943
44.400000000350396,3046.758308520083,67209.4998259525
44.500000000353715,3050.491109206613,67514.36295581114
44.600000000357035,3054.1670088164783,67819.59652152909
44.700000000360355,3057.785562907507,68125.1948107828
44.800000000363674,3061.346323484569,68431.15206662916
44.900000000366994,3064.848838725644,68737.46248713612
45.000000000370314,3068.292652679405,69044.1202249854
45.10000000037363,3071.677304931125,69351.11938704315
45.20000000037695,3075.0023302325444,69658.454033895
45.30000000038027,3078.2672580912504,69966.11817934415
45.40000000038359,3081.4716123139783,70274.10578986206
45.50000000038691,3084.6149104974684,70582.41078399481
45.60000000039023,3087.696663459264,70891.02703171404
45.70000000039355,3090.716374599475,71199.94835370716
45.80000000039687,3093.673539182936,71509.16852060132
45.90000000040019,3096.567643528746,71818.68125210915
46.00000000040351,3099.3981640918723,72128.48021609004
46.10000000040683,3102.164566417826,72438.5590275116
46.20000000041015,3104.8663039474036,72748.91124730135
46.30000000041347,3107.502816642819,73059.53038106814
46.40000000041679,3110.073529399579,73370.40987767755
46.50000000042011,3112.577850198975,73681.54312765469
46.60000000042343,3115.0151679438177,73992.92346138706
46.70000000042675,3117.3848499032474,74304.5441470933
46.80000000043007,3119.6862386693188,74616.39838851169
46.90000000043339,3121.9186484965,74928.4793222546
47.00000000043671,3124.0813608492604,75240.78001475938
47.100000000440026,3126.1736189173625,75553.29345874547
47.200000000443346,3128.194620759633,75866.0125690564
47.300000000446666,3130.1435105863943,76178.93017772879
47.400000000449985,3132.019367451497,76492.03902806611
47.500000000453305,3133.821190230994,76805.33176740985
47.600000000456625,3135.5478770856203,77118.8009381484
47.700000000459944,3137.1981963629005,77432.43896627935
47.800000000463264,3138.770743463626,77746.23814641914
